Número de orden;cliente_hash;Fecha;Estado de la orden;Estado del pago;Estado del envío;Moneda;Subtotal de productos;Descuento;Costo de envío;Total;Provincia o estado;País;Medio de envío;Medio de pago;Cupón de descuento;Fecha de pago;Fecha de envío;Nombre del producto;Precio del producto;Cantidad del producto;SKU;Canal;Identificador de la orden;Producto Físico;Sucursal de venta;Fecha y hora de cancelación;Motivo de cancelación;Orden editada;Saldo a cobrar / reembolsar;Reembolso;Costo de procesamiento;Cantidad de cuotas;Interés por cuotas;Impuestos;Devolución de cargos;Total neto;Forma de pago;Dinero disponible para retirar a partir de;Estado del contracargo;Fecha de reembolso;Fecha de vencimiento del pago;Venta original
5864;762f88cc35;22/02/2026 02:01:45;Archivada;Recibido;Entregado;ARS;48000;0.00;0;48000;Gran Buenos Aires;Argentina;Beauty House;Pago Nube;;22/02/2026;04/03/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);24000;1;;Móvil;1906236805;Sí;;;;No;;;3505.72;1;;;;44494.28;Tarjeta de crédito;22/02/2026 02:01:48;;;;
5864;762f88cc35;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5863;96f7d935d8;21/02/2026 12:28:27;Archivada;Recibido;Entregado;ARS;56000.28;11200.06;8967.9;53768.12;Neuquén;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;21/02/2026;02/03/2026;SHOOW TOOLS - MINI LIP CONTAINER (5 unid);18000.08;2;;Móvil;1904668665;Sí;;;;No;;;660.05;;;;;53108.07;Transferencia o depósito;21/02/2026 12:30:04;;;24/02/2026 23:59:59;
5863;96f7d935d8;;;;;;;;;;;;;;;;;MUÑEQUERA MAGNETICA PARA HORQUILLAS;20000.12;1;27R934V0024423860;;;Sí;;;;;;;;;;;;;;;;;;
5862;501030132d;21/02/2026 10:27:35;Archivada;Recibido;Entregado;ARS;114800;0.00;0;114800;Capital Federal;Argentina;Beauty House;Pago Nube;;21/02/2026;24/02/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;1;;Móvil;1905720225;Sí;;;;No;;;8384.53;1;;2870.00;;103545.47;Tarjeta de crédito;21/02/2026 10:27:39;;;;
5862;501030132d;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
5862;501030132d;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);28800;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
5862;501030132d;;;;;;;;;;;;;;;;;SHOOW TOOLS - MANIQUI DE SILICONA PARA MAQUILLAJES (Grises);26000;1;888877776666;;;Sí;;;;;;;;;;;;;;;;;;
5861;2b5a5f8f98;20/02/2026 13:24:14;Cancelada;Recibido;No está empaquetado;ARS;231500;74080.00;0;157420;Capital Federal;Argentina;Punto de retiro;Pago Nube;LASH15;20/02/2026;;SHOOWTOOLS - LASHDAY PROMO;231500;1;;Móvil;1905176584;Sí;;20/02/2026 13:25:16;El cliente cambió de idea;No;;;;;;;;;Transferencia o depósito;20/02/2026 13:24:33;;;23/02/2026 23:59:59;
5860;55a4f5da92;20/02/2026 00:45:09;Archivada;Recibido;Enviado;ARS;9749.91;0.00;4500;14249.91;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;20/02/2026;22/02/2026;AOA STUDIO - LAPIZ DE CEJAS (CARAMEL);9749.91;1;100000085219;Móvil;1904901770;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
5859;313204efa9;19/02/2026 23:23:57;Archivada;Recibido;Entregado;ARS;27999.88;5599.98;8731;31130.9;Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;19/02/2026;25/02/2026;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;Móvil;1904847517;Sí;;;;No;;;382.16;;;;;30748.74;Transferencia o depósito;19/02/2026 23:33:51;;;22/02/2026 23:59:59;
5859;313204efa9;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;;;Sí;;;;;;;;;;;;;;;;;;
5859;313204efa9;;;;;;;;;;;;;;;;;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (black);7999.88;1;082353010011;;;Sí;;;;;;;;;;;;;;;;;;
5858;5c145d3ce0;19/02/2026 22:41:03;Archivada;Recibido;Entregado;ARS;231500;34725.00;9230.59;206005.59;Formosa;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;LASH15;19/02/2026;03/03/2026;SHOOWTOOLS - LASHDAY PROMO;231500;1;;Móvil;1904813795;Sí;;;;No;;;15045.82;3;20384.66;;;170575.11;Tarjeta de crédito;19/02/2026 22:41:07;;;;
5857;5f1633b930;19/02/2026 20:57:02;Archivada;Recibido;Enviado;ARS;24000;0.00;4500;28500;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;19/02/2026;22/02/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));24000;1;;Móvil;1904751815;Sí;;;;No;;;2081.52;1;;712.50;;25705.98;Tarjeta de crédito;19/02/2026 20:57:09;;;;
5855;12988d2419;18/02/2026 23:35:07;Archivada;Recibido;Enviado;ARS;15500.03;3100.01;5638.51;18038.53;Tucumán;Argentina;Punto de retiro;Pago Nube;;18/02/2026;20/02/2026;NYX COSMETICS - LIP LINER (ESPRESSO) PREVENTA;15500.03;1;;Móvil;1904147172;Sí;;;;No;;;221.44;;;;;17817.09;Transferencia o depósito;18/02/2026 23:35:52;;;21/02/2026 23:59:59;
5854;30fe5f8f18;18/02/2026 18:33:29;Archivada;Recibido;Entregado;ARS;105600;15840.00;0;89760;Santa Fe;Argentina;Punto de retiro;Pago Nube;AN15;18/02/2026;12/03/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);28800;1;850056827027;Móvil;1903608423;Sí;;;;No;;;6555.71;3;8881.93;;;74322.36;Tarjeta de crédito;18/02/2026 18:33:33;;;;
5854;30fe5f8f18;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);28800;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
5854;30fe5f8f18;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5854;30fe5f8f18;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5853;9afcc277be;18/02/2026 16:21:22;Archivada;Recibido;Enviado;ARS;44000.12;8800.02;10000;45200.1;Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;18/02/2026;19/02/2026;SHOOW TOOLS - CLARA BOW (BLACK);24000;1;;Web;1903867793;Sí;;;;No;;;;;;;;;Transferencia o depósito;18/02/2026 16:21:28;;;21/02/2026 23:59:59;
5853;9afcc277be;;;;;;;;;;;;;;;;;MUÑEQUERA MAGNETICA PARA HORQUILLAS;20000.12;1;27R934V0024423860;;;Sí;;;;;;;;;;;;;;;;;;
5852;f51e21c34d;17/02/2026 17:11:30;Archivada;Recibido;Entregado;ARS;48000;9600.00;8935.2;47335.2;Córdoba;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;17/02/2026;02/03/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);24000;1;;Móvil;1903222017;Sí;;;;No;;;581.08;;;;;46754.12;Transferencia o depósito;17/02/2026 17:15:02;;;20/02/2026 23:59:59;
5852;f51e21c34d;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5851;5b2536f286;17/02/2026 09:36:45;Archivada;Recibido;Enviado;ARS;24000;4800.00;4500;23700;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;17/02/2026;19/02/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);24000;1;;Móvil;1902805822;Sí;;;;No;;;290.94;;;592.50;;22816.56;Transferencia o depósito;17/02/2026 09:37:19;;;20/02/2026 23:59:59;
5850;480ce218c9;17/02/2026 01:00:05;Archivada;Recibido;Enviado;ARS;24000;4800.00;4500;23700;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;17/02/2026;19/02/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));24000;1;;Móvil;1902829862;Sí;;;;No;;;290.94;;;592.50;;22816.56;Transferencia o depósito;17/02/2026 01:01:13;;;20/02/2026 23:59:59;
5849;c68683a7f5;17/02/2026 00:35:58;Archivada;Recibido;Enviado;ARS;96000;19200.00;4500;81300;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;17/02/2026;19/02/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);24000;4;;Móvil;1902821054;Sí;;;;No;;;998.03;;;2032.50;;78269.47;Transferencia o depósito;17/02/2026 00:37:06;;;20/02/2026 23:59:59;
5848;47cccf3825;17/02/2026 00:18:35;Archivada;Recibido;Entregado;ARS;50640.13;0.00;4897;55537.13;Gran Buenos Aires;Argentina;Punto de retiro;Pago Nube;;17/02/2026;24/02/2026;CATRICE COSMETICS - 3 STEPS TO CONTOUR PALETTE;40640.13;1;4059729222893;Web;1902811492;Sí;;;;No;;;4056.20;3;5495.51;;;45985.42;Tarjeta de crédito;17/02/2026 00:18:37;;;;
5848;47cccf3825;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
5847;6a2c74e87f;15/02/2026 10:13:20;Archivada;Recibido;Entregado;ARS;300000;60000.00;11163;251163;Gran Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;15/02/2026;21/02/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;3;;Móvil;1901661325;Sí;;;;No;;;18343.94;3;24853.08;;;207965.98;Tarjeta de crédito;15/02/2026 10:13:25;;;;
5847;6a2c74e87f;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;3;;;;Sí;;;;;;;;;;;;;;;;;;
5847;6a2c74e87f;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);30000;2;;;;Sí;;;;;;;;;;;;;;;;;;
5847;6a2c74e87f;;;;;;;;;;;;;;;;;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;2;;;;Sí;;;;;;;;;;;;;;;;;;
5846;2c67b3beb3;15/02/2026 09:37:00;Archivada;Recibido;Entregado;ARS;24000;2400.00;8314.99;29914.99;Buenos Aires;Argentina;Envío Nube - Andreani a domicilio;Mercado Pago;;15/02/2026;25/02/2026;SHOOW TOOLS - FOXY #3 (1 PAIR);12000;2;850056827225;Móvil;1901538113;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
5845;6fefd5763c;13/02/2026 17:28:49;Archivada;Recibido;Entregado;ARS;138359.5;38740.66;0;99618.84;Capital Federal;Argentina;Beauty House;Pago Nube;LOVE;16/02/2026;16/02/2026;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (Bright pink);7999.88;1;082353010073;Web;1900769947;Sí;;;;No;;;;;;;;;Transferencia o depósito;16/02/2026 09:04:48;;;16/02/2026 23:59:59;
5845;6fefd5763c;;;;;;;;;;;;;;;;;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (White);7999.88;1;082353010042;;;Sí;;;;;;;;;;;;;;;;;;
5845;6fefd5763c;;;;;;;;;;;;;;;;;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (Neon green);7999.88;1;082353010080;;;Sí;;;;;;;;;;;;;;;;;;
5845;6fefd5763c;;;;;;;;;;;;;;;;;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (Vivid purple);7999.88;1;082353010226;;;Sí;;;;;;;;;;;;;;;;;;
5845;6fefd5763c;;;;;;;;;;;;;;;;;AOA STUDIO - DELINEADOR LIQUIDO (cool blast);15000;1;100000116623;;;Sí;;;;;;;;;;;;;;;;;;
5845;6fefd5763c;;;;;;;;;;;;;;;;;GC - Spectra lash mascara (Rose red);45679.99;1;5056619006495;;;Sí;;;;;;;;;;;;;;;;;;
5845;6fefd5763c;;;;;;;;;;;;;;;;;GC - Spectra lash mascara (white);45679.99;1;5056619006518;;;Sí;;;;;;;;;;;;;;;;;;
5844;fded2038a0;13/02/2026 16:22:14;Archivada;Recibido;Entregado;ARS;45099.97;9019.99;0;36079.98;Capital Federal;Argentina;Beauty House;Pago Nube;;16/02/2026;16/02/2026;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;Web;1900726209;Sí;;;;No;;;;;;;;;Transferencia o depósito;16/02/2026 09:04:51;;;16/02/2026 23:59:59;
5844;fded2038a0;;;;;;;;;;;;;;;;;Ulta beauty - HD setting powder;35099.97;1;717897075850;;;Sí;;;;;;;;;;;;;;;;;;
5843;bdfdd30880;13/02/2026 15:58:14;Archivada;Recibido;Enviado;ARS;36000;0.00;4500;40500;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;13/02/2026;19/02/2026;SHOOW TOOLS - SOFT & SHORT (10PAIRS);36000;1;850056827010;Móvil;1900717188;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
5842;4248862374;12/02/2026 17:05:22;Archivada;Recibido;Enviado;ARS;36000;10080.00;4500;30420;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;VIP;12/02/2026;12/02/2026;SHOOW TOOLS - FOXY #3 (10PAIRS);36000;1;850056827102;Web;1900051238;Sí;;;;No;;;;;;;;;Transferencia o depósito;12/02/2026 17:14:07;;;15/02/2026 23:59:59;
5841;cde6bde978;12/02/2026 16:55:20;Archivada;Recibido;Enviado;ARS;36000;7200.00;7500;36300;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Efectivo (Billete);;12/02/2026;12/02/2026;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;2;3D24A;Móvil;1884271719;Sí;;;;No;;;;;;;;;Efectivo;;;;;
5839;f200b88176;12/02/2026 14:44:35;Archivada;Recibido;Entregado;ARS;69999.99;0.00;0;69999.99;Gran Buenos Aires;Argentina;MANDO A RETIRAR ;Pago Nube;;12/02/2026;12/02/2026;LYS COSMETICS - Higher Standard Cream Glow Blush Sticks (ELITE (MAUVE));69999.99;1;;Web;1899931913;Sí;;;;No;;;5112.52;3;6926.63;;;57960.84;Tarjeta de crédito;12/02/2026 14:44:36;;;;
5838;9444a8b265;11/02/2026 12:09:58;Archivada;Recibido;Entregado;ARS;142259.99;45664.80;0;96595.19;Capital Federal;Argentina;Beauty House;Pago Nube;LOVE;11/02/2026;11/02/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Web;1897657665;Sí;;;;No;;;;;;;;;Transferencia o depósito;11/02/2026 12:17:18;;;14/02/2026 23:59:59;
5838;9444a8b265;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
5838;9444a8b265;;;;;;;;;;;;;;;;;Ligas coloridas para cabello - 500 piezas;13259.99;1;56789012345;;;Sí;;;;;;;;;;;;;;;;;;
5838;9444a8b265;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
5838;9444a8b265;;;;;;;;;;;;;;;;;SHOOW TOOLS - The triangle powder puff duo;15000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5838;9444a8b265;;;;;;;;;;;;;;;;;Schwarzkopf - GOT2B gel;30000;1;052336341456;;;Sí;;;;;;;;;;;;;;;;;;
5837;2ea1641d3e;11/02/2026 11:20:53;Archivada;Recibido;Entregado;ARS;19499.82;0.00;5687.56;25187.38;Buenos Aires;Argentina;Punto de retiro;Pago Nube;;11/02/2026;27/02/2026;CINTA ADHESIVA CON BRILLOS - (1 ROLLO) PLATA (Modelo 1);9749.91;2;2109876543210;Web;1899035709;Sí;;;;No;;;1839.58;1;;;;23347.80;Tarjeta de crédito;11/02/2026 11:20:56;;;;
5834;685a9313f5;09/02/2026 20:07:45;Archivada;Recibido;Entregado;ARS;48000.08;13440.02;12250;46810.06;Entre Ríos;Argentina;Envío Nube - Correo Argentino Expreso a domicilio;Pago Nube;;09/02/2026;18/02/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1897873433;Sí;;;;No;;;574.64;;;;;46235.42;Transferencia o depósito;09/02/2026 20:10:29;;;12/02/2026 23:59:59;
5834;685a9313f5;;;;;;;;;;;;;;;;;SHOOW TOOLS - MINI LIP CONTAINER (5 unid);18000.08;1;;;;Sí;;;;;;;;;;;;;;;;;;
5833;065c8a4819;09/02/2026 02:15:49;Archivada;Recibido;Entregado;ARS;74000;19120.00;0;54880;Capital Federal;Argentina;Beauty House;Pago Nube;;10/02/2026;10/02/2026;SHOOW TOOLS - VOLUMINOSAS (10PAIRS);18000;1;850056827058;Móvil;1897323876;Sí;;;;No;;;;;;;;;Transferencia o depósito;10/02/2026 16:09:23;;;12/02/2026 23:59:59;
5833;065c8a4819;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
5833;065c8a4819;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
5833;065c8a4819;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
5832;2f730febde;09/02/2026 00:06:22;Archivada;Recibido;Entregado;ARS;174049.95;48345.99;0;125703.96;Gran Buenos Aires;Argentina;Punto de retiro;Pago Nube;AN15;09/02/2026;12/02/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;Móvil;1897271082;Sí;;;;No;;;1543.14;;;;;124160.82;Transferencia o depósito;09/02/2026 00:07:23;;;12/02/2026 23:59:59;
5832;2f730febde;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
5832;2f730febde;;;;;;;;;;;;;;;;;NYX - TAME & FRAME BROW POMADE (Brunette);37049.95;1;800897836672;;;Sí;;;;;;;;;;;;;;;;;;
5832;2f730febde;;;;;;;;;;;;;;;;;KIKO MILANO - 3D hydra lip gloss (35);65000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5831;bdfdd30880;08/02/2026 18:42:21;Archivada;Recibido;Enviado;ARS;36000;0.00;4897;40897;Capital Federal;Argentina;Punto de retiro;Mercado Pago;;08/02/2026;09/02/2026;SHOOW TOOLS - SOFT & SHORT (10PAIRS);36000;1;850056827010;Móvil;1897046245;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
5830;c1857e04ce;07/02/2026 22:54:30;Archivada;Recibido;Entregado;ARS;10000;2500.00;0;7500;Gran Buenos Aires;Argentina;Beauty House;Efectivo (Billete);;09/02/2026;09/02/2026;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;Móvil;1877742132;Sí;;;;No;;;;;;;;;Efectivo;;;;;
5829;dbd683b0d3;07/02/2026 19:54:57;Archivada;Recibido;Enviado;ARS;72000;7200.00;7500;72300;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;07/02/2026;12/02/2026;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;Móvil;1896415971;Sí;;;;No;;;5280.50;3;6302.53;;;60716.97;Tarjeta de crédito;07/02/2026 19:54:58;;;;
5829;dbd683b0d3;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #3 (10PAIRS);36000;1;850056827102;;;Sí;;;;;;;;;;;;;;;;;;
5828;f57e85ef12;06/02/2026 11:21:36;Archivada;Recibido;Enviado;ARS;48000;13440.00;4500;39060;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;06/02/2026;12/02/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;Móvil;1895310338;Sí;;;;No;;;479.50;;;976.50;;37604.00;Transferencia o depósito;06/02/2026 11:24:23;;;09/02/2026 23:59:59;
5828;f57e85ef12;;;;;;;;;;;;;;;;;SHOOW TOOLS - The clippers quartette (hebillas) Hair clips;18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5825;0570a9338b;05/02/2026 14:43:10;Archivada;Recibido;Entregado;ARS;94000;6600.00;0;87400;Capital Federal;Argentina;Beauty House;Pago Nube;;05/02/2026;05/02/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;Web;1888431649;Sí;;;;No;;;6383.34;1;;;;81016.66;Tarjeta de crédito;05/02/2026 14:43:12;;;;
5825;0570a9338b;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
5825;0570a9338b;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5825;0570a9338b;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
5824;6964301f29;04/02/2026 10:41:18;Archivada;Recibido;Entregado;ARS;36000;7200.00;8731;37531;Entre Ríos;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;04/02/2026;10/02/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;Móvil;1893143201;Sí;;;;No;;;460.73;;;;;37070.27;Transferencia o depósito;04/02/2026 10:42:39;;;07/02/2026 23:59:59;
5823;32300cf847;04/02/2026 03:04:29;Archivada;Recibido;Entregado;ARS;163000;32600.00;9329;139729;La Pampa;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;04/02/2026;10/02/2026;SHOOW TOOLS - DEPOT ESSENTIAL KIT (4PZ);18000;1;850056827256;Móvil;1893607999;Sí;;;;No;;;1715.31;;;;;138013.69;Transferencia o depósito;04/02/2026 03:08:05;;;07/02/2026 23:59:59;
5823;32300cf847;;;;;;;;;;;;;;;;;MAKE UP FOR EVER - MINI ARTIST COLOR PENCIL LIPLINER SET;145000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5822;025fcd5d18;03/02/2026 19:34:01;Archivada;Recibido;Entregado;ARS;30000;6000.00;4897;28897;Gran Buenos Aires;Argentina;Punto de retiro;Pago Nube;;03/02/2026;12/02/2026;SHOOW TOOLS - ISABEL I (CHOCOLATE) (8/8/10/12 mm);30000;1;;Móvil;1893370947;Sí;;;;No;;;354.73;;;;;28542.27;Transferencia o depósito;03/02/2026 19:36:11;;;06/02/2026 23:59:59;
5821;b43b54a58d;31/01/2026 19:49:44;Archivada;Recibido;Entregado;ARS;61200;0.00;11602;72802;Córdoba;Argentina;Envío Nube - Correo Argentino Expreso a domicilio;Mercado Pago;;31/01/2026;06/02/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);25200;1;850056827027;Móvil;1891206246;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
5821;b43b54a58d;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));21000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5821;b43b54a58d;;;;;;;;;;;;;;;;;SHOOW TOOLS - The triangle powder puff duo;15000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5820;58373c4093;31/01/2026 14:52:45;Archivada;Recibido;Entregado;ARS;63000;0.00;0;63000;Gran Buenos Aires;Argentina;Beauty House;Pago Nube;;31/01/2026;12/02/2026;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));21000;2;;Web;1891033317;Sí;;;;No;;;4601.27;;4710.63;;;53688.10;Billetera virtual;31/01/2026 14:53:09;;;31/01/2026 15:02:44;
5820;58373c4093;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);21000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5818;ff0102ba2d;31/01/2026 06:57:50;Archivada;Recibido;Entregado;ARS;51000;0.00;7185;58185;Gran Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;31/01/2026;04/02/2026;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;2;3D24A;Móvil;1890470374;Sí;;;;No;;;4249.60;3;4350.60;;;49584.80;Tarjeta de crédito;31/01/2026 06:57:52;;;;
5818;ff0102ba2d;;;;;;;;;;;;;;;;;MOONSHINE POMPÓN - ILUMINADOR CORPORAL;15000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5817;152608bc16;29/01/2026 21:48:49;Archivada;Recibido;Enviado;ARS;42000;0.00;4500;46500;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;29/01/2026;02/02/2026;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));21000;2;;Móvil;1889946687;Sí;;;;No;;;3396.17;1;;;;43103.83;Tarjeta de crédito;29/01/2026 21:48:51;;;;
